COUNTER, AF3, F7, F3, FC5, T7, P7, O1, O2, P8, T8, FC6, F4, F8, AF4, GYROX, GYROY, TIMESTAMP, FUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL

41.0 , 4136.92307692 , 4135.8974359 , 4138.46153846 , 4138.46153846 , 4138.97435897 , 4135.8974359 , 4130.25641026 , 4139.48717949 , 4141.53846154 , 4146.66666667 , 4087.17948718 , 3405.64102564 , 4136.41025641 , 4134.35897436 , 2042.0 , 2033.0 , 17.04 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4137.43589744 , 4133.33333333 , 4140.51282051 , 4133.33333333 , 4137.43589744 , 4134.35897436 , 4130.25641026 , 4137.94871795 , 4142.56410256 , 4145.64102564 , 4087.69230769 , 3406.15384615 , 4137.94871795 , 4136.41025641 , 2041.0 , 2034.0 , 17.04 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4136.41025641 , 4135.38461538 , 4137.43589744 , 4134.87179487 , 4135.8974359 , 4133.84615385 , 4138.46153846 , 4136.92307692 , 4140.51282051 , 4143.07692308 , 4084.61538462 , 3404.1025641 , 4138.97435897 , 4132.82051282 , 2042.0 , 2037.0 , 17.055 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4138.97435897 , 4135.8974359 , 4136.92307692 , 4136.41025641 , 4136.92307692 , 4136.41025641 , 4135.38461538 , 4136.92307692 , 4136.41025641 , 4143.07692308 , 4085.12820513 , 3405.64102564 , 4136.92307692 , 4135.38461538 , 2041.0 , 2035.0 , 17.055 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4137.43589744 , 4132.30769231 , 4134.87179487 , 4136.41025641 , 4138.46153846 , 4136.41025641 , 4136.41025641 , 4137.94871795 , 4141.53846154 , 4147.17948718 , 4085.12820513 , 3406.15384615 , 4134.35897436 , 4135.8974359 , 2042.0 , 2036.0 , 17.071 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4137.94871795 , 4132.82051282 , 4136.41025641 , 4136.92307692 , 4134.35897436 , 4132.82051282 , 4134.87179487 , 4137.94871795 , 4145.64102564 , 4147.69230769 , 4084.1025641 , 3407.17948718 , 4134.87179487 , 4135.8974359 , 2042.0 , 2036.0 , 17.071 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4135.38461538 , 4134.87179487 , 4135.38461538 , 4138.46153846 , 4133.33333333 , 4134.35897436 , 4135.38461538 , 4139.48717949 , 4139.48717949 , 4146.15384615 , 4085.12820513 , 3406.66666667 , 4137.94871795 , 4136.41025641 , 2043.0 , 2035.0 , 17.087 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4136.92307692 , 4136.92307692 , 4137.94871795 , 4141.53846154 , 4133.84615385 , 4136.41025641 , 4131.28205128 , 4138.97435897 , 4134.87179487 , 4145.64102564 , 4087.69230769 , 3408.71794872 , 4137.43589744 , 4137.94871795 , 2043.0 , 2036.0 , 17.087 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4138.97435897 , 4135.38461538 , 4140.0 , 4140.0 , 4132.82051282 , 4135.8974359 , 4129.74358974 , 4138.46153846 , 4135.38461538 , 4146.66666667 , 4088.20512821 , 3410.76923077 , 4134.87179487 , 4137.43589744 , 2043.0 , 2034.0 , 17.109 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4137.43589744 , 4133.33333333 , 4142.56410256 , 4133.33333333 , 4135.38461538 , 4135.38461538 , 4130.76923077 , 4136.92307692 , 4136.41025641 , 4146.15384615 , 4087.17948718 , 3409.23076923 , 4134.35897436 , 4135.8974359 , 2044.0 , 2032.0 , 17.109 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4135.8974359 , 4135.38461538 , 4137.94871795 , 4131.79487179 , 4139.48717949 , 4136.41025641 , 4132.30769231 , 4135.8974359 , 4135.8974359 , 4144.1025641 , 4087.69230769 , 3408.71794872 , 4135.38461538 , 4135.38461538 , 2043.0 , 2033.0 , 17.109 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 4138.97435897 , 4138.97435897 , 4135.38461538 , 4135.8974359 , 4134.87179487 , 4137.43589744 , 4133.84615385 , 4135.8974359 , 4137.43589744 , 4144.61538462 , 4087.69230769 , 3407.69230769 , 4134.35897436 , 4133.33333333 , 2043.0 , 2031.0 , 17.124 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 4140.0 , 4135.8974359 , 4137.94871795 , 4136.92307692 , 4130.76923077 , 4136.41025641 , 4132.30769231 , 4135.8974359 , 4138.97435897 , 4147.17948718 , 4087.17948718 , 3409.74358974 , 4135.38461538 , 4135.38461538 , 2043.0 , 2031.0 , 17.124 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 4134.87179487 , 4134.35897436 , 4137.43589744 , 4138.97435897 , 4135.8974359 , 4134.35897436 , 4135.8974359 , 4136.92307692 , 4138.97435897 , 4146.66666667 , 4086.66666667 , 3407.69230769 , 4135.38461538 , 4131.79487179 , 2044.0 , 2033.0 , 17.14 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 4134.87179487 , 4135.8974359 , 4135.8974359 , 4139.48717949 , 4135.8974359 , 4133.84615385 , 4134.35897436 , 4138.97435897 , 4138.46153846 , 4145.12820513 , 4086.15384615 , 3408.20512821 , 4135.38461538 , 4133.33333333 , 2044.0 , 2033.0 , 17.156 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 4135.8974359 , 4135.38461538 , 4136.41025641 , 4137.94871795 , 4135.8974359 , 4136.41025641 , 4135.38461538 , 4139.48717949 , 4143.07692308 , 4147.69230769 , 4085.64102564 , 3405.64102564 , 4136.92307692 , 4134.87179487 , 2044.0 , 2033.0 , 17.156 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 4136.92307692 , 4134.87179487 , 4140.0 , 4136.41025641 , 4137.43589744 , 4133.33333333 , 4133.33333333 , 4135.38461538 , 4143.07692308 , 4147.17948718 , 4088.71794872 , 3408.71794872 , 4135.8974359 , 4137.94871795 , 2043.0 , 2034.0 , 17.171 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 4135.8974359 , 4136.92307692 , 4137.94871795 , 4140.0 , 4137.43589744 , 4131.28205128 , 4137.43589744 , 4136.41025641 , 4140.51282051 , 4145.64102564 , 4090.25641026 , 3408.71794872 , 4134.35897436 , 4133.33333333 , 2044.0 , 2033.0 , 17.171 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 4137.94871795 , 4134.87179487 , 4136.41025641 , 4138.97435897 , 4135.38461538 , 4134.87179487 , 4131.28205128 , 4137.43589744 , 4138.46153846 , 4144.61538462 , 4086.15384615 , 3410.76923077 , 4136.92307692 , 4134.35897436 , 2043.0 , 2033.0 , 17.171 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 4136.41025641 , 4133.33333333 , 4134.87179487 , 4139.48717949 , 4137.43589744 , 4138.46153846 , 4131.28205128 , 4137.43589744 , 4140.51282051 , 4145.64102564 , 4083.07692308 , 3405.64102564 , 4136.92307692 , 4133.84615385 , 2043.0 , 2033.0 , 17.187 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 4138.46153846 , 4133.84615385 , 4137.94871795 , 4142.05128205 , 4135.8974359 , 4133.84615385 , 4129.23076923 , 4134.87179487 , 4138.46153846 , 4145.12820513 , 4086.15384615 , 3404.1025641 , 4132.82051282 , 4138.46153846 , 2043.0 , 2033.0 , 17.202 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 4140.0 , 4134.87179487 , 4135.38461538 , 4140.51282051 , 4135.38461538 , 4133.33333333 , 4132.82051282 , 4137.94871795 , 4138.46153846 , 4146.15384615 , 4088.71794872 , 3404.1025641 , 4134.35897436 , 4135.38461538 , 2041.0 , 2033.0 , 17.208 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 4139.48717949 , 4133.84615385 , 4134.87179487 , 4135.38461538 , 4135.8974359 , 4135.8974359 , 4128.71794872 , 4140.0 , 4139.48717949 , 4144.61538462 , 4086.66666667 , 3407.69230769 , 4136.92307692 , 4134.87179487 , 2042.0 , 2033.0 , 17.208 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 4135.38461538 , 4132.30769231 , 4136.41025641 , 4136.92307692 , 4135.8974359 , 4136.41025641 , 4132.82051282 , 4138.97435897 , 4141.53846154 , 4144.1025641 , 4085.12820513 , 3407.69230769 , 4136.41025641 , 4134.87179487 , 2041.0 , 2035.0 , 17.224 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 4137.43589744 , 4132.82051282 , 4140.51282051 , 4138.97435897 , 4135.8974359 , 4130.76923077 , 4132.82051282 , 4137.43589744 , 4141.53846154 , 4145.64102564 , 4088.20512821 , 3407.69230769 , 4136.92307692 , 4137.43589744 , 2041.0 , 2036.0 , 17.224 , 0.0 , 0.0 , 0.0 , 0.0 , 

66.0 , 4137.94871795 , 4134.35897436 , 4137.43589744 , 4137.43589744 , 4137.94871795 , 4129.23076923 , 4131.28205128 , 4138.46153846 , 4139.48717949 , 4144.61538462 , 4091.28205128 , 3407.69230769 , 4139.48717949 , 4136.92307692 , 2040.0 , 2036.0 , 17.24 , 0.0 , 0.0 , 0.0 , 0.0 , 

67.0 , 4137.94871795 , 4135.8974359 , 4135.8974359 , 4137.94871795 , 4134.35897436 , 4135.38461538 , 4129.74358974 , 4138.46153846 , 4138.46153846 , 4144.1025641 , 4088.20512821 , 3407.69230769 , 4136.41025641 , 4134.35897436 , 2040.0 , 2036.0 , 17.24 , 0.0 , 0.0 , 0.0 , 0.0 , 

68.0 , 4137.43589744 , 4135.8974359 , 4135.38461538 , 4141.02564103 , 4132.82051282 , 4138.46153846 , 4129.74358974 , 4137.94871795 , 4138.97435897 , 4144.1025641 , 4085.64102564 , 3407.17948718 , 4133.33333333 , 4133.84615385 , 2041.0 , 2036.0 , 17.255 , 0.0 , 0.0 , 0.0 , 0.0 , 

69.0 , 4138.46153846 , 4136.41025641 , 4135.38461538 , 4140.0 , 4137.43589744 , 4135.38461538 , 4129.74358974 , 4137.94871795 , 4139.48717949 , 4144.1025641 , 4087.69230769 , 3405.64102564 , 4134.35897436 , 4134.35897436 , 2043.0 , 2036.0 , 17.255 , 0.0 , 0.0 , 0.0 , 0.0 , 

70.0 , 4137.43589744 , 4135.8974359 , 4134.35897436 , 4135.8974359 , 4139.48717949 , 4134.35897436 , 4132.30769231 , 4136.92307692 , 4138.46153846 , 4144.61538462 , 4090.25641026 , 3406.15384615 , 4134.35897436 , 4136.92307692 , 2044.0 , 2036.0 , 17.271 , 0.0 , 0.0 , 0.0 , 0.0 , 

71.0 , 4138.46153846 , 4135.8974359 , 4135.38461538 , 4136.92307692 , 4137.43589744 , 4136.92307692 , 4134.35897436 , 4135.8974359 , 4138.46153846 , 4144.1025641 , 4088.20512821 , 3404.61538462 , 4134.87179487 , 4135.38461538 , 2042.0 , 2036.0 , 17.271 , 0.0 , 0.0 , 0.0 , 0.0 , 

72.0 , 4138.97435897 , 4136.92307692 , 4136.41025641 , 4139.48717949 , 4136.92307692 , 4135.38461538 , 4128.71794872 , 4136.92307692 , 4139.48717949 , 4141.02564103 , 4087.17948718 , 3407.17948718 , 4136.92307692 , 4135.38461538 , 2041.0 , 2037.0 , 17.287 , 0.0 , 0.0 , 0.0 , 0.0 , 

73.0 , 4134.35897436 , 4138.97435897 , 4135.8974359 , 4138.97435897 , 4140.0 , 4137.43589744 , 4129.74358974 , 4140.51282051 , 4141.02564103 , 4141.53846154 , 4086.15384615 , 3407.17948718 , 4135.38461538 , 4132.82051282 , 2042.0 , 2036.0 , 17.287 , 0.0 , 0.0 , 0.0 , 0.0 , 

74.0 , 4134.87179487 , 4137.94871795 , 4136.92307692 , 4135.8974359 , 4136.92307692 , 4139.48717949 , 4130.25641026 , 4140.0 , 4137.94871795 , 4144.61538462 , 4086.15384615 , 3408.71794872 , 4135.38461538 , 4134.87179487 , 2041.0 , 2038.0 , 17.306 , 0.0 , 0.0 , 0.0 , 0.0 , 

75.0 , 4136.41025641 , 4134.87179487 , 4134.35897436 , 4135.38461538 , 4135.8974359 , 4134.87179487 , 4134.35897436 , 4137.43589744 , 4137.94871795 , 4144.1025641 , 4085.12820513 , 3406.15384615 , 4138.46153846 , 4132.30769231 , 2041.0 , 2036.0 , 17.311 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 4135.8974359 , 4132.30769231 , 4135.8974359 , 4134.87179487 , 4137.43589744 , 4128.71794872 , 4130.76923077 , 4137.43589744 , 4138.46153846 , 4143.07692308 , 4085.64102564 , 3407.69230769 , 4138.97435897 , 4133.84615385 , 2041.0 , 2034.0 , 17.311 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 4134.87179487 , 4134.35897436 , 4137.94871795 , 4138.97435897 , 4136.92307692 , 4132.30769231 , 4133.33333333 , 4141.02564103 , 4140.0 , 4145.64102564 , 4087.17948718 , 3405.64102564 , 4138.97435897 , 4132.30769231 , 2042.0 , 2035.0 , 17.327 , 0.0 , 0.0 , 0.0 , 0.0 , 

78.0 , 4139.48717949 , 4134.87179487 , 4138.97435897 , 4137.43589744 , 4134.35897436 , 4135.8974359 , 4128.20512821 , 4137.43589744 , 4139.48717949 , 4146.15384615 , 4087.69230769 , 3406.66666667 , 4138.46153846 , 4136.92307692 , 2045.0 , 2036.0 , 17.327 , 0.0 , 0.0 , 0.0 , 0.0 , 

79.0 , 4135.38461538 , 4133.84615385 , 4134.35897436 , 4135.8974359 , 4137.43589744 , 4135.8974359 , 4128.71794872 , 4134.87179487 , 4140.51282051 , 4144.61538462 , 4087.17948718 , 3405.64102564 , 4135.8974359 , 4135.38461538 , 2045.0 , 2037.0 , 17.342 , 0.0 , 0.0 , 0.0 , 0.0 , 

80.0 , 4134.87179487 , 4134.87179487 , 4136.92307692 , 4137.94871795 , 4135.8974359 , 4134.35897436 , 4123.58974359 , 4136.41025641 , 4137.94871795 , 4143.58974359 , 4086.66666667 , 3408.20512821 , 4135.8974359 , 4135.8974359 , 2045.0 , 2038.0 , 17.342 , 0.0 , 0.0 , 0.0 , 0.0 , 

81.0 , 4136.41025641 , 4137.94871795 , 4137.43589744 , 4140.0 , 4133.33333333 , 4136.41025641 , 4129.23076923 , 4137.43589744 , 4140.51282051 , 4145.12820513 , 4086.15384615 , 3406.66666667 , 4138.97435897 , 4134.35897436 , 2044.0 , 2037.0 , 17.358 , 0.0 , 0.0 , 0.0 , 0.0 , 

82.0 , 4136.41025641 , 4136.92307692 , 4136.92307692 , 4137.43589744 , 4134.35897436 , 4136.92307692 , 4130.76923077 , 4137.43589744 , 4141.02564103 , 4146.66666667 , 4086.66666667 , 3406.15384615 , 4138.97435897 , 4134.87179487 , 2045.0 , 2035.0 , 17.358 , 0.0 , 0.0 , 0.0 , 0.0 , 

83.0 , 4134.35897436 , 4133.33333333 , 4135.38461538 , 4140.0 , 4136.92307692 , 4137.43589744 , 4133.84615385 , 4139.48717949 , 4137.43589744 , 4146.66666667 , 4086.66666667 , 3406.66666667 , 4135.38461538 , 4134.35897436 , 2043.0 , 2035.0 , 17.374 , 0.0 , 0.0 , 0.0 , 0.0 , 

84.0 , 4137.94871795 , 4134.35897436 , 4138.97435897 , 4140.51282051 , 4136.41025641 , 4137.43589744 , 4132.30769231 , 4138.97435897 , 4136.41025641 , 4145.64102564 , 4087.69230769 , 3408.20512821 , 4135.8974359 , 4137.43589744 , 2042.0 , 2036.0 , 17.374 , 0.0 , 0.0 , 0.0 , 0.0 , 

85.0 , 4137.43589744 , 4136.41025641 , 4136.92307692 , 4138.46153846 , 4135.8974359 , 4134.35897436 , 4130.25641026 , 4138.46153846 , 4139.48717949 , 4144.61538462 , 4087.17948718 , 3407.17948718 , 4140.51282051 , 4136.92307692 , 2043.0 , 2034.0 , 17.389 , 0.0 , 0.0 , 0.0 , 0.0 , 

86.0 , 4134.87179487 , 4136.92307692 , 4134.87179487 , 4140.0 , 4135.8974359 , 4133.33333333 , 4128.71794872 , 4137.94871795 , 4140.0 , 4144.1025641 , 4083.07692308 , 3407.17948718 , 4137.94871795 , 4134.35897436 , 2042.0 , 2033.0 , 17.389 , 0.0 , 0.0 , 0.0 , 0.0 , 

87.0 , 4135.38461538 , 4134.87179487 , 4135.38461538 , 4138.97435897 , 4137.94871795 , 4135.38461538 , 4130.25641026 , 4138.46153846 , 4139.48717949 , 4142.56410256 , 4082.56410256 , 3408.20512821 , 4133.84615385 , 4135.38461538 , 2043.0 , 2034.0 , 17.407 , 0.0 , 0.0 , 0.0 , 0.0 , 

88.0 , 4137.94871795 , 4133.33333333 , 4139.48717949 , 4136.92307692 , 4138.46153846 , 4136.92307692 , 4129.23076923 , 4140.0 , 4140.0 , 4141.02564103 , 4087.69230769 , 3405.64102564 , 4136.92307692 , 4135.8974359 , 2042.0 , 2033.0 , 17.414 , 0.0 , 0.0 , 0.0 , 0.0 , 

89.0 , 4137.94871795 , 4132.30769231 , 4137.94871795 , 4137.94871795 , 4135.38461538 , 4135.8974359 , 4126.66666667 , 4138.97435897 , 4138.97435897 , 4141.02564103 , 4089.74358974 , 3406.66666667 , 4137.94871795 , 4136.41025641 , 2041.0 , 2033.0 , 17.414 , 0.0 , 0.0 , 0.0 , 0.0 , 

90.0 , 4136.92307692 , 4133.33333333 , 4134.35897436 , 4138.46153846 , 4136.41025641 , 4136.92307692 , 4131.79487179 , 4136.92307692 , 4141.53846154 , 4142.56410256 , 4086.15384615 , 3408.20512821 , 4132.82051282 , 4134.35897436 , 2040.0 , 2032.0 , 17.429 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 4138.97435897 , 4135.8974359 , 4135.38461538 , 4138.46153846 , 4137.43589744 , 4133.33333333 , 4128.71794872 , 4137.94871795 , 4142.05128205 , 4142.56410256 , 4088.71794872 , 3409.74358974 , 4136.92307692 , 4137.94871795 , 2041.0 , 2032.0 , 17.429 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 4140.51282051 , 4136.41025641 , 4136.92307692 , 4142.05128205 , 4137.43589744 , 4132.30769231 , 4126.15384615 , 4138.46153846 , 4140.0 , 4142.56410256 , 4089.74358974 , 3406.66666667 , 4141.02564103 , 4137.94871795 , 2042.0 , 2034.0 , 17.445 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 4137.43589744 , 4132.82051282 , 4137.94871795 , 4140.0 , 4134.87179487 , 4136.41025641 , 4124.61538462 , 4137.43589744 , 4139.48717949 , 4145.12820513 , 4086.15384615 , 3407.17948718 , 4136.41025641 , 4138.46153846 , 2042.0 , 2035.0 , 17.445 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 4132.82051282 , 4131.79487179 , 4135.8974359 , 4136.92307692 , 4136.92307692 , 4139.48717949 , 4132.82051282 , 4137.43589744 , 4142.56410256 , 4146.66666667 , 4084.1025641 , 3405.64102564 , 4132.30769231 , 4133.84615385 , 2042.0 , 2034.0 , 17.461 , 0.0 , 0.0 , 0.0 , 0.0 , 

95.0 , 4135.8974359 , 4133.33333333 , 4136.41025641 , 4137.43589744 , 4137.43589744 , 4135.38461538 , 4131.28205128 , 4135.38461538 , 4140.51282051 , 4145.12820513 , 4085.12820513 , 3406.66666667 , 4134.87179487 , 4135.8974359 , 2043.0 , 2034.0 , 17.461 , 0.0 , 0.0 , 0.0 , 0.0 , 

96.0 , 4136.41025641 , 4135.8974359 , 4136.41025641 , 4138.97435897 , 4137.94871795 , 4133.33333333 , 4131.28205128 , 4137.43589744 , 4140.0 , 4147.17948718 , 4085.64102564 , 3405.12820513 , 4135.38461538 , 4133.84615385 , 2043.0 , 2035.0 , 17.476 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 4137.94871795 , 4134.87179487 , 4137.43589744 , 4135.38461538 , 4137.94871795 , 4136.41025641 , 4126.66666667 , 4137.43589744 , 4141.02564103 , 4148.20512821 , 4088.20512821 , 3408.71794872 , 4133.84615385 , 4137.43589744 , 2043.0 , 2035.0 , 17.476 , 0.0 , 0.0 , 0.0 , 0.0 , 

98.0 , 4137.43589744 , 4131.79487179 , 4133.84615385 , 4135.8974359 , 4136.41025641 , 4137.43589744 , 4131.28205128 , 4136.41025641 , 4143.07692308 , 4146.15384615 , 4088.71794872 , 3406.15384615 , 4133.33333333 , 4135.38461538 , 2042.0 , 2033.0 , 17.492 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 4139.48717949 , 4133.33333333 , 4136.41025641 , 4140.0 , 4133.84615385 , 4131.79487179 , 4128.71794872 , 4136.92307692 , 4141.53846154 , 4143.58974359 , 4087.69230769 , 3405.64102564 , 4135.38461538 , 4134.87179487 , 2042.0 , 2034.0 , 17.492 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 4135.8974359 , 4137.43589744 , 4136.41025641 , 4140.51282051 , 4136.41025641 , 4131.79487179 , 4130.25641026 , 4142.05128205 , 4142.05128205 , 4145.12820513 , 4087.69230769 , 3405.12820513 , 4136.92307692 , 4134.87179487 , 2042.0 , 2036.0 , 17.51 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 4135.38461538 , 4135.38461538 , 4135.38461538 , 4135.8974359 , 4138.97435897 , 4135.8974359 , 4129.23076923 , 4140.51282051 , 4142.05128205 , 4146.15384615 , 4088.71794872 , 3406.15384615 , 4135.38461538 , 4138.46153846 , 2043.0 , 2037.0 , 17.515 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 4134.35897436 , 4131.79487179 , 4133.84615385 , 4136.41025641 , 4138.46153846 , 4137.94871795 , 4129.74358974 , 4135.8974359 , 4143.58974359 , 4146.66666667 , 4087.69230769 , 3406.15384615 , 4134.87179487 , 4136.41025641 , 2043.0 , 2035.0 , 17.515 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 4135.38461538 , 4134.35897436 , 4137.43589744 , 4139.48717949 , 4136.41025641 , 4134.87179487 , 4125.12820513 , 4135.8974359 , 4142.05128205 , 4144.61538462 , 4087.69230769 , 3407.17948718 , 4134.87179487 , 4135.38461538 , 2043.0 , 2037.0 , 17.53 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 4136.41025641 , 4135.38461538 , 4137.43589744 , 4138.46153846 , 4136.92307692 , 4132.82051282 , 4128.20512821 , 4140.0 , 4138.97435897 , 4144.61538462 , 4087.17948718 , 3408.71794872 , 4135.38461538 , 4135.8974359 , 2043.0 , 2037.0 , 17.53 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 4139.48717949 , 4134.87179487 , 4138.97435897 , 4138.97435897 , 4138.46153846 , 4132.30769231 , 4132.30769231 , 4140.0 , 4138.97435897 , 4147.17948718 , 4086.15384615 , 3408.20512821 , 4134.35897436 , 4137.43589744 , 2042.0 , 2038.0 , 17.546 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 4139.48717949 , 4135.8974359 , 4137.94871795 , 4141.02564103 , 4138.97435897 , 4132.30769231 , 4129.74358974 , 4136.41025641 , 4140.0 , 4146.66666667 , 4087.69230769 , 3406.15384615 , 4134.87179487 , 4137.94871795 , 2043.0 , 2036.0 , 17.546 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 4137.94871795 , 4138.97435897 , 4136.41025641 , 4138.46153846 , 4137.94871795 , 4134.35897436 , 4128.71794872 , 4136.92307692 , 4139.48717949 , 4144.1025641 , 4085.64102564 , 3404.1025641 , 4135.38461538 , 4135.38461538 , 2043.0 , 2037.0 , 17.562 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 4135.8974359 , 4138.97435897 , 4137.43589744 , 4135.8974359 , 4136.41025641 , 4134.87179487 , 4129.74358974 , 4139.48717949 , 4140.0 , 4143.07692308 , 4086.15384615 , 3409.23076923 , 4136.41025641 , 4137.43589744 , 2044.0 , 2039.0 , 17.562 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 4133.33333333 , 4137.43589744 , 4136.92307692 , 4138.46153846 , 4137.94871795 , 4133.84615385 , 4131.79487179 , 4138.97435897 , 4141.02564103 , 4145.12820513 , 4088.20512821 , 3407.17948718 , 4135.38461538 , 4133.33333333 , 2044.0 , 2039.0 , 17.577 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 4134.87179487 , 4134.35897436 , 4136.41025641 , 4137.94871795 , 4137.94871795 , 4133.33333333 , 4129.23076923 , 4136.92307692 , 4137.43589744 , 4146.15384615 , 4087.17948718 , 3403.58974359 , 4132.82051282 , 4132.82051282 , 2043.0 , 2037.0 , 17.577 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 4137.94871795 , 4134.87179487 , 4136.41025641 , 4140.0 , 4136.92307692 , 4137.43589744 , 4133.84615385 , 4137.43589744 , 4137.94871795 , 4146.15384615 , 4083.07692308 , 3406.15384615 , 4134.35897436 , 4132.82051282 , 2044.0 , 2037.0 , 17.593 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 4139.48717949 , 4136.41025641 , 4137.43589744 , 4138.97435897 , 4134.35897436 , 4135.8974359 , 4130.76923077 , 4136.92307692 , 4138.97435897 , 4143.07692308 , 4085.64102564 , 3413.33333333 , 4137.43589744 , 4136.92307692 , 2044.0 , 2037.0 , 17.593 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 4135.38461538 , 4134.87179487 , 4135.8974359 , 4138.46153846 , 4135.38461538 , 4131.79487179 , 4131.28205128 , 4137.94871795 , 4136.92307692 , 4143.07692308 , 4087.17948718 , 3407.17948718 , 4134.87179487 , 4133.33333333 , 2043.0 , 2038.0 , 17.612 , 0.0 , 0.0 , 0.0 , 0.0 , 

114.0 , 4134.87179487 , 4134.87179487 , 4138.97435897 , 4139.48717949 , 4137.43589744 , 4130.76923077 , 4127.69230769 , 4137.94871795 , 4135.8974359 , 4143.07692308 , 4084.61538462 , 3406.66666667 , 4132.30769231 , 4135.38461538 , 2043.0 , 2037.0 , 17.615 , 0.0 , 0.0 , 0.0 , 0.0 , 

115.0 , 4135.38461538 , 4136.92307692 , 4138.97435897 , 4139.48717949 , 4137.43589744 , 4133.84615385 , 4129.74358974 , 4136.41025641 , 4141.02564103 , 4141.02564103 , 4081.53846154 , 3406.66666667 , 4135.8974359 , 4135.8974359 , 2043.0 , 2038.0 , 17.615 , 0.0 , 0.0 , 0.0 , 0.0 , 

116.0 , 4136.41025641 , 4135.8974359 , 4138.97435897 , 4136.92307692 , 4134.87179487 , 4132.82051282 , 4126.15384615 , 4134.35897436 , 4141.53846154 , 4141.02564103 , 4084.61538462 , 3408.20512821 , 4137.94871795 , 4138.97435897 , 2043.0 , 2037.0 , 17.631 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 4135.8974359 , 4135.38461538 , 4136.41025641 , 4136.41025641 , 4136.41025641 , 4133.33333333 , 4131.79487179 , 4138.46153846 , 4138.46153846 , 4144.61538462 , 4087.17948718 , 3405.64102564 , 4135.38461538 , 4134.35897436 , 2042.0 , 2037.0 , 17.631 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 4138.97435897 , 4134.35897436 , 4137.94871795 , 4135.38461538 , 4133.33333333 , 4132.82051282 , 4127.69230769 , 4139.48717949 , 4136.41025641 , 4145.12820513 , 4085.64102564 , 3407.17948718 , 4135.8974359 , 4133.33333333 , 2041.0 , 2037.0 , 17.646 , 0.0 , 0.0 , 0.0 , 0.0 , 

