['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
28.0 , 4122.05128205 , 4114.87179487 , 4122.05128205 , 4122.05128205 , 4119.48717949 , 4118.46153846 , 4113.33333333 , 4158.97435897 , 4124.1025641 , 4130.76923077 , 4182.05128205 , 4903.58974359 , 4121.02564103 , 4130.76923077 , 2042.0 , 2028.0 , 74.384 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 4119.48717949 , 4117.43589744 , 4125.12820513 , 4119.48717949 , 4121.02564103 , 4120.0 , 4113.84615385 , 4164.1025641 , 4126.66666667 , 4130.25641026 , 4181.53846154 , 4898.46153846 , 4119.48717949 , 4127.17948718 , 2042.0 , 2028.0 , 74.392 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 4117.94871795 , 4118.46153846 , 4127.17948718 , 4117.94871795 , 4122.05128205 , 4117.94871795 , 4111.28205128 , 4167.17948718 , 4127.69230769 , 4129.74358974 , 4182.56410256 , 4898.46153846 , 4123.07692308 , 4127.69230769 , 2043.0 , 2028.0 , 74.401 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 4120.51282051 , 4118.46153846 , 4126.15384615 , 4120.0 , 4123.58974359 , 4115.38461538 , 4111.79487179 , 4165.12820513 , 4122.05128205 , 4129.23076923 , 4183.07692308 , 4902.05128205 , 4123.07692308 , 4129.74358974 , 2044.0 , 2029.0 , 74.408 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 4118.46153846 , 4121.02564103 , 4121.53846154 , 4123.58974359 , 4122.56410256 , 4121.02564103 , 4119.48717949 , 4166.15384615 , 4126.66666667 , 4127.69230769 , 4182.05128205 , 4903.07692308 , 4124.1025641 , 4128.20512821 , 2043.0 , 2030.0 , 74.416 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 4123.07692308 , 4122.56410256 , 4125.64102564 , 4121.53846154 , 4122.56410256 , 4122.56410256 , 4117.94871795 , 4152.82051282 , 4118.97435897 , 4127.17948718 , 4179.48717949 , 4902.56410256 , 4117.43589744 , 4132.30769231 , 2042.0 , 2031.0 , 74.424 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 4120.51282051 , 4124.61538462 , 4122.05128205 , 4129.23076923 , 4120.0 , 4123.58974359 , 4118.46153846 , 4162.05128205 , 4125.64102564 , 4129.23076923 , 4182.05128205 , 4898.46153846 , 4128.71794872 , 4132.30769231 , 2043.0 , 2032.0 , 74.434 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 4122.05128205 , 4122.56410256 , 4124.61538462 , 4126.15384615 , 4117.94871795 , 4118.97435897 , 4111.28205128 , 4150.25641026 , 4119.48717949 , 4129.74358974 , 4179.48717949 , 4902.56410256 , 4122.05128205 , 4130.76923077 , 2043.0 , 2030.0 , 74.438 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 4121.53846154 , 4126.66666667 , 4117.94871795 , 4129.74358974 , 4119.48717949 , 4126.66666667 , 4123.07692308 , 4155.38461538 , 4124.1025641 , 4132.82051282 , 4182.05128205 , 4903.07692308 , 4131.28205128 , 4130.76923077 , 2043.0 , 2031.0 , 74.447 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4123.58974359 , 4120.51282051 , 4122.56410256 , 4125.12820513 , 4122.56410256 , 4120.0 , 4115.38461538 , 4141.53846154 , 4111.79487179 , 4129.74358974 , 4176.92307692 , 4905.64102564 , 4123.58974359 , 4133.33333333 , 2044.0 , 2031.0 , 74.454 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4121.02564103 , 4121.02564103 , 4120.51282051 , 4131.28205128 , 4122.05128205 , 4121.53846154 , 4114.87179487 , 4155.8974359 , 4121.53846154 , 4129.23076923 , 4181.53846154 , 4900.51282051 , 4129.23076923 , 4129.23076923 , 2045.0 , 2032.0 , 74.465 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4123.07692308 , 4113.84615385 , 4126.15384615 , 4121.02564103 , 4118.97435897 , 4115.8974359 , 4107.17948718 , 4150.76923077 , 4117.43589744 , 4128.20512821 , 4181.02564103 , 4903.07692308 , 4118.97435897 , 4129.23076923 , 2044.0 , 2033.0 , 74.47 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4122.56410256 , 4120.51282051 , 4122.05128205 , 4122.56410256 , 4120.51282051 , 4118.97435897 , 4117.43589744 , 4165.12820513 , 4126.66666667 , 4131.28205128 , 4185.12820513 , 4899.48717949 , 4130.76923077 , 4130.25641026 , 2045.0 , 2033.0 , 74.479 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4123.58974359 , 4118.97435897 , 4127.17948718 , 4118.97435897 , 4121.53846154 , 4113.33333333 , 4110.25641026 , 4156.92307692 , 4118.97435897 , 4128.71794872 , 4180.51282051 , 4902.56410256 , 4125.64102564 , 4130.76923077 , 2044.0 , 2033.0 , 74.486 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4121.53846154 , 4123.07692308 , 4118.46153846 , 4126.15384615 , 4121.02564103 , 4118.97435897 , 4116.92307692 , 4168.71794872 , 4123.58974359 , 4132.30769231 , 4182.05128205 , 4901.02564103 , 4127.69230769 , 4129.23076923 , 2045.0 , 2033.0 , 74.496 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4121.53846154 , 4116.41025641 , 4123.58974359 , 4122.05128205 , 4118.97435897 , 4115.8974359 , 4113.33333333 , 4163.58974359 , 4120.0 , 4130.76923077 , 4180.51282051 , 4903.07692308 , 4117.94871795 , 4129.23076923 , 2044.0 , 2034.0 , 74.501 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4124.61538462 , 4121.02564103 , 4127.17948718 , 4123.58974359 , 4120.0 , 4122.05128205 , 4121.53846154 , 4168.71794872 , 4125.64102564 , 4130.25641026 , 4183.07692308 , 4898.97435897 , 4124.1025641 , 4129.23076923 , 2045.0 , 2035.0 , 74.51 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4123.58974359 , 4121.02564103 , 4128.20512821 , 4117.43589744 , 4120.0 , 4121.53846154 , 4120.51282051 , 4158.97435897 , 4122.56410256 , 4128.71794872 , 4177.43589744 , 4901.53846154 , 4121.53846154 , 4130.76923077 , 2045.0 , 2036.0 , 74.518 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4122.05128205 , 4124.1025641 , 4121.53846154 , 4122.56410256 , 4121.53846154 , 4120.51282051 , 4118.46153846 , 4155.38461538 , 4119.48717949 , 4128.20512821 , 4177.43589744 , 4905.12820513 , 4120.0 , 4130.76923077 , 2043.0 , 2037.0 , 74.528 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4123.58974359 , 4121.02564103 , 4125.64102564 , 4123.58974359 , 4122.05128205 , 4117.94871795 , 4114.87179487 , 4150.76923077 , 4119.48717949 , 4127.69230769 , 4178.97435897 , 4907.17948718 , 4117.43589744 , 4127.17948718 , 2045.0 , 2038.0 , 74.534 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4127.69230769 , 4118.46153846 , 4128.20512821 , 4122.05128205 , 4124.61538462 , 4118.97435897 , 4118.97435897 , 4145.64102564 , 4117.94871795 , 4128.71794872 , 4180.51282051 , 4906.15384615 , 4119.48717949 , 4130.25641026 , 2045.0 , 2034.0 , 74.542 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4122.05128205 , 4120.0 , 4123.58974359 , 4124.61538462 , 4123.58974359 , 4120.0 , 4117.43589744 , 4151.79487179 , 4118.46153846 , 4128.71794872 , 4179.48717949 , 4904.1025641 , 4127.69230769 , 4132.82051282 , 2045.0 , 2033.0 , 74.55 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4120.51282051 , 4125.64102564 , 4120.51282051 , 4128.71794872 , 4122.56410256 , 4116.41025641 , 4110.76923077 , 4152.30769231 , 4115.8974359 , 4126.66666667 , 4178.46153846 , 4903.07692308 , 4126.66666667 , 4131.28205128 , 2046.0 , 2034.0 , 74.56 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4119.48717949 , 4122.56410256 , 4120.0 , 4128.20512821 , 4122.56410256 , 4115.38461538 , 4111.79487179 , 4154.87179487 , 4120.0 , 4128.71794872 , 4182.05128205 , 4902.56410256 , 4125.12820513 , 4130.25641026 , 2046.0 , 2034.0 , 74.566 , 0.0 , 0.0 , 0.0 , 0.0 , 

