['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
42.0 , 4133.33333333 , 4127.69230769 , 4133.33333333 , 4128.71794872 , 4131.28205128 , 4126.15384615 , 4126.66666667 , 4193.33333333 , 4137.94871795 , 4143.58974359 , 4189.23076923 , 4909.23076923 , 4133.84615385 , 4136.41025641 , 2043.0 , 2031.0 , 302.212 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4132.82051282 , 4135.38461538 , 4129.74358974 , 4132.30769231 , 4131.28205128 , 4137.94871795 , 4129.74358974 , 4197.94871795 , 4143.58974359 , 4142.05128205 , 4186.66666667 , 4910.25641026 , 4134.87179487 , 4137.43589744 , 2043.0 , 2031.0 , 302.218 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4136.41025641 , 4135.38461538 , 4132.82051282 , 4129.23076923 , 4132.30769231 , 4135.8974359 , 4129.23076923 , 4186.15384615 , 4136.41025641 , 4139.48717949 , 4185.12820513 , 4914.35897436 , 4128.71794872 , 4138.97435897 , 2043.0 , 2032.0 , 302.231 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4132.82051282 , 4137.43589744 , 4129.23076923 , 4140.51282051 , 4129.23076923 , 4131.28205128 , 4133.84615385 , 4192.30769231 , 4145.12820513 , 4140.51282051 , 4192.30769231 , 4912.30769231 , 4143.58974359 , 4135.8974359 , 2044.0 , 2033.0 , 302.235 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4135.8974359 , 4133.33333333 , 4132.82051282 , 4137.43589744 , 4129.74358974 , 4126.66666667 , 4124.1025641 , 4173.33333333 , 4125.12820513 , 4134.35897436 , 4187.69230769 , 4912.82051282 , 4135.38461538 , 4139.48717949 , 2043.0 , 2033.0 , 302.244 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4130.25641026 , 4132.30769231 , 4126.66666667 , 4133.84615385 , 4130.25641026 , 4133.33333333 , 4129.23076923 , 4178.46153846 , 4129.23076923 , 4134.87179487 , 4189.23076923 , 4906.66666667 , 4142.56410256 , 4139.48717949 , 2043.0 , 2035.0 , 302.249 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4129.23076923 , 4121.02564103 , 4132.82051282 , 4122.56410256 , 4127.69230769 , 4118.97435897 , 4113.84615385 , 4169.74358974 , 4127.69230769 , 4137.43589744 , 4187.17948718 , 4910.25641026 , 4133.33333333 , 4139.48717949 , 2042.0 , 2035.0 , 302.262 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4129.74358974 , 4130.25641026 , 4126.66666667 , 4136.92307692 , 4127.17948718 , 4121.53846154 , 4120.0 , 4186.66666667 , 4142.56410256 , 4141.02564103 , 4192.82051282 , 4907.17948718 , 4140.51282051 , 4136.41025641 , 2041.0 , 2034.0 , 302.267 , 0.0 , 0.0 , 0.0 , 0.0 , 

