['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
38.0 , 4131.79487179 , 4132.30769231 , 4135.38461538 , 4132.82051282 , 4127.69230769 , 4127.69230769 , 4122.56410256 , 4130.76923077 , 4132.30769231 , 4137.94871795 , 4191.79487179 , 4912.82051282 , 4135.8974359 , 4140.51282051 , 2044.0 , 2033.0 , 53.893 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4129.74358974 , 4129.23076923 , 4132.82051282 , 4134.87179487 , 4131.28205128 , 4128.71794872 , 4122.05128205 , 4132.30769231 , 4129.74358974 , 4136.41025641 , 4192.30769231 , 4909.23076923 , 4132.30769231 , 4135.8974359 , 2043.0 , 2033.0 , 53.901 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4130.25641026 , 4126.66666667 , 4130.25641026 , 4132.30769231 , 4130.76923077 , 4126.66666667 , 4121.02564103 , 4131.28205128 , 4129.23076923 , 4137.94871795 , 4189.74358974 , 4910.25641026 , 4135.38461538 , 4136.41025641 , 2044.0 , 2034.0 , 53.908 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4128.20512821 , 4128.20512821 , 4130.76923077 , 4131.28205128 , 4128.71794872 , 4126.66666667 , 4121.02564103 , 4131.28205128 , 4129.23076923 , 4138.46153846 , 4187.69230769 , 4908.71794872 , 4133.84615385 , 4137.43589744 , 2043.0 , 2035.0 , 53.915 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4126.15384615 , 4126.66666667 , 4132.30769231 , 4134.35897436 , 4127.69230769 , 4128.20512821 , 4120.51282051 , 4131.79487179 , 4131.79487179 , 4137.43589744 , 4189.23076923 , 4907.17948718 , 4127.69230769 , 4137.94871795 , 2043.0 , 2036.0 , 53.923 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4126.66666667 , 4123.07692308 , 4131.28205128 , 4138.46153846 , 4129.23076923 , 4129.23076923 , 4124.1025641 , 4132.30769231 , 4133.84615385 , 4135.8974359 , 4190.25641026 , 4909.74358974 , 4129.74358974 , 4135.38461538 , 2043.0 , 2035.0 , 53.931 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4129.74358974 , 4122.05128205 , 4126.66666667 , 4137.43589744 , 4132.30769231 , 4130.25641026 , 4127.17948718 , 4134.35897436 , 4134.35897436 , 4137.43589744 , 4192.30769231 , 4912.30769231 , 4135.38461538 , 4141.02564103 , 2043.0 , 2035.0 , 53.939 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4126.66666667 , 4122.56410256 , 4126.15384615 , 4132.82051282 , 4132.30769231 , 4129.74358974 , 4125.12820513 , 4135.38461538 , 4135.8974359 , 4139.48717949 , 4193.33333333 , 4911.79487179 , 4135.38461538 , 4148.71794872 , 2045.0 , 2036.0 , 53.947 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4124.61538462 , 4124.61538462 , 4129.74358974 , 4132.30769231 , 4130.76923077 , 4127.69230769 , 4123.07692308 , 4133.84615385 , 4135.8974359 , 4138.46153846 , 4192.30769231 , 4911.79487179 , 4134.87179487 , 4144.1025641 , 2043.0 , 2035.0 , 53.955 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4130.76923077 , 4123.58974359 , 4130.76923077 , 4133.84615385 , 4131.79487179 , 4126.66666667 , 4123.07692308 , 4134.35897436 , 4133.33333333 , 4137.43589744 , 4192.30769231 , 4912.30769231 , 4133.33333333 , 4136.41025641 , 2044.0 , 2035.0 , 53.964 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4129.23076923 , 4123.58974359 , 4128.71794872 , 4133.84615385 , 4131.28205128 , 4127.69230769 , 4124.1025641 , 4136.92307692 , 4133.84615385 , 4137.43589744 , 4190.25641026 , 4910.76923077 , 4133.84615385 , 4136.41025641 , 2045.0 , 2036.0 , 53.972 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4128.20512821 , 4131.28205128 , 4132.30769231 , 4130.76923077 , 4127.69230769 , 4125.12820513 , 4123.58974359 , 4130.76923077 , 4130.76923077 , 4137.43589744 , 4188.71794872 , 4911.28205128 , 4136.41025641 , 4143.07692308 , 2043.0 , 2036.0 , 53.979 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4131.79487179 , 4135.8974359 , 4135.38461538 , 4131.28205128 , 4129.23076923 , 4124.61538462 , 4124.1025641 , 4127.69230769 , 4125.64102564 , 4136.92307692 , 4189.74358974 , 4909.74358974 , 4136.41025641 , 4133.84615385 , 2043.0 , 2036.0 , 53.987 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4133.33333333 , 4132.30769231 , 4134.35897436 , 4133.33333333 , 4131.79487179 , 4123.58974359 , 4121.53846154 , 4129.74358974 , 4129.23076923 , 4136.92307692 , 4192.30769231 , 4910.76923077 , 4132.30769231 , 4131.28205128 , 2042.0 , 2036.0 , 53.995 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 4126.66666667 , 4132.82051282 , 4131.79487179 , 4133.84615385 , 4133.33333333 , 4123.58974359 , 4120.51282051 , 4129.23076923 , 4134.35897436 , 4136.41025641 , 4190.76923077 , 4909.23076923 , 4132.82051282 , 4134.87179487 , 2043.0 , 2036.0 , 54.002 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 4128.71794872 , 4132.30769231 , 4133.84615385 , 4132.82051282 , 4130.25641026 , 4124.61538462 , 4120.0 , 4126.66666667 , 4130.25641026 , 4136.41025641 , 4189.74358974 , 4912.30769231 , 4134.35897436 , 4142.05128205 , 2042.0 , 2037.0 , 54.011 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 4133.33333333 , 4127.69230769 , 4134.35897436 , 4133.84615385 , 4126.15384615 , 4128.20512821 , 4121.53846154 , 4130.25641026 , 4130.25641026 , 4137.43589744 , 4190.25641026 , 4913.84615385 , 4134.87179487 , 4138.46153846 , 2043.0 , 2037.0 , 54.018 , 0.0 , 0.0 , 0.0 , 0.0 , 

