['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
87.0 , 4128.20512821 , 4132.30769231 , 4123.58974359 , 4133.84615385 , 4130.76923077 , 4134.35897436 , 4129.23076923 , 4136.41025641 , 4135.38461538 , 4140.51282051 , 4165.64102564 , 4583.58974359 , 4126.15384615 , 4137.94871795 , 2043.0 , 2029.0 , 6.024 , 0.0 , 0.0 , 0.0 , 0.0 , 

88.0 , 4130.76923077 , 4130.25641026 , 4118.97435897 , 4134.35897436 , 4132.30769231 , 4135.38461538 , 4128.20512821 , 4135.8974359 , 4134.87179487 , 4145.12820513 , 4165.64102564 , 4582.05128205 , 4129.23076923 , 4136.92307692 , 2044.0 , 2028.0 , 6.033 , 0.0 , 0.0 , 0.0 , 0.0 , 

89.0 , 4131.28205128 , 4129.23076923 , 4144.61538462 , 4133.33333333 , 4130.76923077 , 4132.82051282 , 4129.23076923 , 4136.92307692 , 4135.38461538 , 4147.17948718 , 4166.66666667 , 4582.05128205 , 4132.82051282 , 4137.43589744 , 2043.0 , 2031.0 , 6.041 , 0.0 , 0.0 , 0.0 , 0.0 , 

90.0 , 4129.74358974 , 4129.74358974 , 4144.1025641 , 4130.76923077 , 4131.28205128 , 4131.79487179 , 4129.23076923 , 4133.33333333 , 4136.41025641 , 4142.56410256 , 4165.12820513 , 4580.51282051 , 4128.71794872 , 4137.94871795 , 2044.0 , 2031.0 , 6.048 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 4130.76923077 , 4130.25641026 , 4138.97435897 , 4133.84615385 , 4131.28205128 , 4134.87179487 , 4129.74358974 , 4131.28205128 , 4136.92307692 , 4140.0 , 4168.71794872 , 4583.58974359 , 4129.74358974 , 4138.97435897 , 2044.0 , 2032.0 , 6.056 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 4130.76923077 , 4130.76923077 , 4124.1025641 , 4135.38461538 , 4129.74358974 , 4133.84615385 , 4130.76923077 , 4131.28205128 , 4133.84615385 , 4137.43589744 , 4167.69230769 , 4586.15384615 , 4129.23076923 , 4136.41025641 , 2043.0 , 2032.0 , 6.064 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 4127.69230769 , 4129.23076923 , 4118.46153846 , 4133.84615385 , 4129.74358974 , 4132.30769231 , 4129.23076923 , 4134.87179487 , 4133.84615385 , 4140.0 , 4160.51282051 , 4584.1025641 , 4128.20512821 , 4133.84615385 , 2043.0 , 2032.0 , 6.073 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 4129.23076923 , 4128.71794872 , 4106.15384615 , 4134.35897436 , 4131.28205128 , 4133.84615385 , 4128.20512821 , 4132.82051282 , 4133.33333333 , 4140.51282051 , 4160.0 , 4580.51282051 , 4130.25641026 , 4132.82051282 , 2043.0 , 2032.0 , 6.081 , 0.0 , 0.0 , 0.0 , 0.0 , 

95.0 , 4128.71794872 , 4130.25641026 , 4117.94871795 , 4134.35897436 , 4129.23076923 , 4129.74358974 , 4128.71794872 , 4130.25641026 , 4131.79487179 , 4140.51282051 , 4166.15384615 , 4583.07692308 , 4132.30769231 , 4132.82051282 , 2044.0 , 2032.0 , 6.088 , 0.0 , 0.0 , 0.0 , 0.0 , 

96.0 , 4128.71794872 , 4130.76923077 , 4111.28205128 , 4132.82051282 , 4128.71794872 , 4127.17948718 , 4130.25641026 , 4131.28205128 , 4131.79487179 , 4139.48717949 , 4164.1025641 , 4583.58974359 , 4129.74358974 , 4134.35897436 , 2047.0 , 2034.0 , 6.097 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 4129.74358974 , 4129.74358974 , 4109.74358974 , 4132.82051282 , 4130.76923077 , 4130.76923077 , 4130.76923077 , 4134.35897436 , 4133.84615385 , 4138.46153846 , 4162.05128205 , 4580.51282051 , 4130.76923077 , 4134.87179487 , 2046.0 , 2035.0 , 6.104 , 0.0 , 0.0 , 0.0 , 0.0 , 

